Código;Data do relatório;Espécie;Captura (Kg);Valor R$/Kg
4449693;21/04/2024;Sardinha-verdadeira;75.000,00;2
4239897;21/04/2024;Sardinha-verdadeira;87.728,00;2,7
4263139;22/04/2024;Sardinha-verdadeira;170.000,00;2,7
4263139;23/04/2024;Sardinha-verdadeira;141.000,00;2,7
4263139;23/04/2024;Sardinha-verdadeira;145.000,00;2,7
4449693;24/04/2024;Sardinha-verdadeira;85.000,00;2
4263139;24/04/2024;Sardinha-verdadeira;205.000,00;2,7
4263139;26/04/2024;Sardinha-verdadeira;180.000,00;2,5
4263139;28/04/2024;Sardinha-verdadeira;210.000,00;2,7
4263139;29/04/2024;Sardinha-verdadeira;220.000,00;2,7
4239897;29/04/2024;Sardinha-verdadeira;88.620,00;2,5
4263139;30/04/2024;Sardinha-verdadeira;215.000,00;2,7
4263139;30/04/2024;Sardinha-verdadeira;25.000,00;2,5
4239897;30/04/2024;Sardinha-verdadeira;112.022,00;2,5
4516262;02/05/2024;Sardinha-verdadeira;80.000,00;2
4464821;02/05/2024;Sardinha-verdadeira;175.000,00;2,5
4389165;02/05/2024;Sardinha-verdadeira;80.096,00;2,7
4464821;03/05/2024;Sardinha-verdadeira;145.000,00;2,5
4389165;04/05/2024;Sardinha-verdadeira;94.885,00;2,3
4516262;06/05/2024;Sardinha-verdadeira;50.000,00;2
4464821;06/05/2024;Sardinha-verdadeira;169.000,00;2,7
4464821;07/05/2024;Sardinha-verdadeira;215.000,00;2,7
4464821;07/05/2024;Sardinha-verdadeira;220.000,00;2,7
4516262;08/05/2024;Sardinha-verdadeira;70.000,00;2
4464821;09/05/2024;Sardinha-verdadeira;185.000,00;2,3
4464821;09/05/2024;Sardinha-verdadeira;202.000,00;2,7
4389165;09/05/2024;Sardinha-verdadeira;79.454,00;2,2
4464821;10/05/2024;Sardinha-verdadeira;145.000,00;2,3
4464821;11/05/2024;Sardinha-verdadeira;45.000,00;2,3
4516262;13/05/2024;Sardinha-verdadeira;45.000,00;2
4464821;13/05/2024;Sardinha-verdadeira;170.000,00;2,3
4464821;14/05/2024;Sardinha-verdadeira;183.000,00;2,5
4464821;14/05/2024;Sardinha-verdadeira;220.000,00;2,5
4389165;14/05/2024;Sardinha-verdadeira;29.240,00;2,2
4464821;15/05/2024;Sardinha-verdadeira;220.000,00;2,5
4464821;16/05/2024;Sardinha-verdadeira;180.000,00;2,3
4389165;16/05/2024;Sardinha-verdadeira;159.671,00;2,3
4516262;17/05/2024;Sardinha-verdadeira;19.000,00;2
4464821;17/05/2024;Sardinha-verdadeira;35.000,00;2,3
4464821;17/05/2024;Sardinha-verdadeira;9.000,00;2,3
4516262;20/05/2024;Sardinha-verdadeira;20.000,00;2
4464821;20/05/2024;Sardinha-verdadeira;145.000,00;2,3
4516262;22/05/2024;Sardinha-verdadeira;25.000,00;2
4464821;22/05/2024;Sardinha-verdadeira;146.000,00;2,3
4464821;22/05/2024;Sardinha-verdadeira;70.000,00;2,3
4516262;23/05/2024;Sardinha-verdadeira;7.000,00;2
4464821;23/05/2024;Sardinha-verdadeira;12.000,00;2,3
4464821;23/05/2024;Sardinha-verdadeira;27.000,00;2,3
4464821;23/05/2024;Sardinha-verdadeira;180.000,00;2,5
4464821;24/05/2024;Sardinha-verdadeira;90.000,00;2,5
4464821;24/05/2024;Sardinha-verdadeira;180.000,00;2,5
4516262;31/05/2024;Sardinha-verdadeira;7.000,00;2
4666606;03/06/2024;Sardinha-verdadeira;2.000,00;2
4666606;05/06/2024;Sardinha-verdadeira;21.000,00;2
4502186;05/06/2024;Sardinha-verdadeira;12.000,00;2,3
4502186;06/06/2024;Sardinha-verdadeira;37.000,00;2,3
4502186;06/06/2024;Sardinha-verdadeira;120.000,00;2,5
4666606;07/06/2024;Sardinha-verdadeira;40.000,00;2
4502186;07/06/2024;Sardinha-verdadeira;30.000,00;2,5
4502186;07/06/2024;Sardinha-verdadeira;50.000,00;2,3
4502186;08/06/2024;Sardinha-verdadeira;10.000,00;2,3
4666606;10/06/2024;Sardinha-verdadeira;15.000,00;2
4666606;11/06/2024;Sardinha-verdadeira;45.000,00;2
4502186;13/06/2024;Sardinha-verdadeira;180.000,00;2,3
4666606;15/06/2024;Sardinha-verdadeira;27.000,00;2
4666606;16/06/2024;Sardinha-verdadeira;18.000,00;2
4547257;16/06/2024;Sardinha-verdadeira;5.140,00;0,3
4502186;16/06/2024;Sardinha-verdadeira;150.000,00;2,3
4502186;16/06/2024;Sardinha-verdadeira;15.000,00;2,3
4666606;17/06/2024;Sardinha-verdadeira;13.000,00;2
4502186;17/06/2024;Sardinha-verdadeira;210.000,00;2,6
4502186;17/06/2024;Sardinha-verdadeira;45.000,00;2,3
4502186;17/06/2024;Sardinha-verdadeira;215.000,00;2,6
4666606;18/06/2024;Sardinha-verdadeira;11.000,00;2
4502186;19/06/2024;Sardinha-verdadeira;220.000,00;2,6
4502186;20/06/2024;Sardinha-verdadeira;180.000,00;2,5
4547257;22/06/2024;Sardinha-verdadeira;60;2,6
4502186;24/06/2024;Sardinha-verdadeira;175.000,00;2,5
4502186;24/06/2024;Sardinha-verdadeira;220.000,00;2,6
4547257;25/06/2024;Sardinha-verdadeira;180.000,00;2,6
4502186;25/06/2024;Sardinha-verdadeira;200.000,00;2,6
4666606;28/06/2024;Sardinha-verdadeira;25.000,00;2
4502186;28/06/2024;Sardinha-verdadeira;180.000,00;2,5
4547257;29/06/2024;Sardinha-verdadeira;27.960,00;2,3
4502186;29/06/2024;Sardinha-verdadeira;140.000,00;2,6
4796613;03/07/2024;Sardinha-verdadeira;55.000,00;2
4600170;03/07/2024;Sardinha-verdadeira;220.000,00;2,6
4600170;03/07/2024;Sardinha-verdadeira;210.000,00;2,6
4796613;04/07/2024;Sardinha-verdadeira;65.000,00;2
4600170;05/07/2024;Sardinha-verdadeira;162.000,00;2,3
4796613;06/07/2024;Sardinha-verdadeira;45.000,00;2
4600170;06/07/2024;Sardinha-verdadeira;220.000,00;2,5
4600170;08/07/2024;Sardinha-verdadeira;220.000,00;2,5
4600170;09/07/2024;Sardinha-verdadeira;141.000,00;2,5
4591966;09/07/2024;Sardinha-verdadeira;140.000,00;2,3
4600170;10/07/2024;Sardinha-verdadeira;145.000,00;2,5
4796613;11/07/2024;Sardinha-verdadeira;48.000,00;2
4796613;12/07/2024;Sardinha-verdadeira;85.000,00;2
4600170;15/07/2024;Sardinha-verdadeira;185.000,00;2,4
4600170;15/07/2024;Sardinha-verdadeira;206.000,00;2,5
4591966;15/07/2024;Sardinha-verdadeira;150.000,00;2,5
4796613;17/07/2024;Sardinha-verdadeira;90.000,00;2
4600170;17/07/2024;Sardinha-verdadeira;168.000,00;2,3
4796613;18/07/2024;Sardinha-verdadeira;90.000,00;2
4600170;18/07/2024;Sardinha-verdadeira;220.000,00;2,5
4591966;18/07/2024;Sardinha-verdadeira;85.400,00;2,5
4796613;19/07/2024;Sardinha-verdadeira;60.000,00;2
4600170;19/07/2024;Sardinha-verdadeira;220.000,00;2,5
4796613;22/07/2024;Sardinha-verdadeira;25.000,00;2
4600170;23/07/2024;Sardinha-verdadeira;140.000,00;2,3
4600170;24/07/2024;Sardinha-verdadeira;190.000,00;2,3
4796613;25/07/2024;Sardinha-verdadeira;55.000,00;2
4600170;25/07/2024;Sardinha-verdadeira;212.000,00;2,5
4796613;26/07/2024;Sardinha-verdadeira;20.000,00;2
4600170;26/07/2024;Sardinha-verdadeira;140.000,00;2,3
4796613;27/07/2024;Sardinha-verdadeira;70.000,00;2
4600170;27/07/2024;Sardinha-verdadeira;145.000,00;2,3
4591966;28/07/2024;Sardinha-verdadeira;99.500,00;2,3
4796613;29/07/2024;Sardinha-verdadeira;45.000,00;2
4600170;29/07/2024;Sardinha-verdadeira;220.000,00;2,5
4600170;30/07/2024;Sardinha-verdadeira;220.000,00;2,5
4796613;31/07/2024;Sardinha-verdadeira;5.000,00;2
4692763;01/08/2024;Sardinha-verdadeira;90.000,00;2,3
4692763;02/08/2024;Sardinha-verdadeira;145.000,00;2,3
4692763;06/08/2024;Sardinha-verdadeira;75.000,00;2
4692763;06/08/2024;Sardinha-verdadeira;80.000,00;2
4832475;07/08/2024;Sardinha-verdadeira;75.000,00;2
4692763;07/08/2024;Sardinha-verdadeira;52.000,00;2
4690075;07/08/2024;Sardinha-verdadeira;39.326,00;2,7
4832475;08/08/2024;Sardinha-verdadeira;5.000,00;2
4692763;08/08/2024;Sardinha-verdadeira;60.000,00;2
4692763;08/08/2024;Sardinha-verdadeira;12.000,00;2
4692763;09/08/2024;Sardinha-verdadeira;113.000,00;2,2
4690075;09/08/2024;Sardinha-verdadeira;70.271,00;2,5
4692763;12/08/2024;Sardinha-verdadeira;210.000,00;2,4
4692763;12/08/2024;Sardinha-verdadeira;200.000,00;2,4
4692763;14/08/2024;Sardinha-verdadeira;145.000,00;2,2
4692763;15/08/2024;Sardinha-verdadeira;180.000,00;2,4
4832475;16/08/2024;Sardinha-verdadeira;50.000,00;2
4692763;16/08/2024;Sardinha-verdadeira;40.000,00;2
4692763;16/08/2024;Sardinha-verdadeira;15.000,00;2
4692763;17/08/2024;Sardinha-verdadeira;28.000,00;2
4692763;17/08/2024;Sardinha-verdadeira;10.000,00;2
4692763;17/08/2024;Sardinha-verdadeira;140.000,00;2
4690075;18/08/2024;Sardinha-verdadeira;32.740,00;2,8
4832475;19/08/2024;Sardinha-verdadeira;15.000,00;2
4692763;19/08/2024;Sardinha-verdadeira;14.000,00;2
4692763;19/08/2024;Sardinha-verdadeira;160.000,00;2,2
4692763;19/08/2024;Sardinha-verdadeira;135.000,00;2,2
4692763;20/08/2024;Sardinha-verdadeira;15.000,00;2
4692763;21/08/2024;Sardinha-verdadeira;210.000,00;2,4
4832475;22/08/2024;Sardinha-verdadeira;11.000,00;2
4692763;22/08/2024;Sardinha-verdadeira;210.000,00;2,2
4690075;23/08/2024;Sardinha-verdadeira;120;2,4
4692763;26/08/2024;Sardinha-verdadeira;220.000,00;2,2
4832475;27/08/2024;Sardinha-verdadeira;45.000,00;2
4692763;27/08/2024;Sardinha-verdadeira;170.000,00;2,2
4690075;27/08/2024;Sardinha-verdadeira;22.000,00;2,5
4832475;29/08/2024;Sardinha-verdadeira;3.000,00;2
4692763;29/08/2024;Sardinha-verdadeira;185.000,00;2,2
4832475;30/08/2024;Sardinha-verdadeira;23.000,00;2
4692763;30/08/2024;Sardinha-verdadeira;140.000,00;2,2
4692763;31/08/2024;Sardinha-verdadeira;145.000,00;2,2
4690075;31/08/2024;Sardinha-verdadeira;150.000,00;2,5
4838868;01/09/2024;Sardinha-verdadeira;10.000,00;2
4775402;01/09/2024;Sardinha-verdadeira;20;2,2
4776776;02/09/2024;Sardinha-verdadeira;195.000,00;2,4
4776776;03/09/2024;Sardinha-verdadeira;200.000,00;2,4
4775402;09/09/2024;Sardinha-verdadeira;125.824,00;2,5
4838868;11/09/2024;Sardinha-verdadeira;35.000,00;2
4776776;11/09/2024;Sardinha-verdadeira;46.000,00;2,7
4776776;11/09/2024;Sardinha-verdadeira;136.000,00;2
4775402;11/09/2024;Sardinha-verdadeira;35.000,00;2,5
4776776;16/09/2024;Sardinha-verdadeira;33.000,00;2
4838868;17/09/2024;Sardinha-verdadeira;45.000,00;2
4776776;17/09/2024;Sardinha-verdadeira;110.000,00;1,83
4776776;17/09/2024;Sardinha-verdadeira;95.000,00;2,03
4838868;18/09/2024;Sardinha-verdadeira;21.000,00;2
4776776;19/09/2024;Sardinha-verdadeira;125.000,00;2,01
4776776;19/09/2024;Sardinha-verdadeira;140.000,00;2,2
4776776;19/09/2024;Sardinha-verdadeira;6.000,00;2
4776776;20/09/2024;Sardinha-verdadeira;120.000,00;2,2
4776776;22/09/2024;Sardinha-verdadeira;23.000,00;1,57
4776776;22/09/2024;Sardinha-verdadeira;54.000,00;1,57
4838868;23/09/2024;Sardinha-verdadeira;10.000,00;2
4776776;23/09/2024;Sardinha-verdadeira;80.000,00;2,2
4776776;23/09/2024;Sardinha-verdadeira;5.000,00;2
4776776;24/09/2024;Sardinha-verdadeira;16.000,00;2
4776776;24/09/2024;Sardinha-verdadeira;95.000,00;2,2
4776776;24/09/2024;Sardinha-verdadeira;15.000,00;2
4776776;25/09/2024;Sardinha-verdadeira;10.000,00;1,8
4776776;25/09/2024;Sardinha-verdadeira;25.000,00;1,73
4776776;25/09/2024;Sardinha-verdadeira;10.000,00;1,8
4838868;26/09/2024;Sardinha-verdadeira;4.000,00;2
4776776;26/09/2024;Sardinha-verdadeira;95.000,00;2,2
4776776;26/09/2024;Sardinha-verdadeira;8.000,00;2
4776776;26/09/2024;Sardinha-verdadeira;44.000,00;2
4776776;26/09/2024;Sardinha-verdadeira;16.000,00;2
4776776;26/09/2024;Sardinha-verdadeira;19.000,00;2
4775402;26/09/2024;Sardinha-verdadeira;4.608,00;1,8
4776776;27/09/2024;Sardinha-verdadeira;110.000,00;2,2
4776776;27/09/2024;Sardinha-verdadeira;120.000,00;2,2
4838868;30/09/2024;Sardinha-verdadeira;3.000,00;2
4776776;30/09/2024;Sardinha-verdadeira;45.000,00;2,4
4776776;30/09/2024;Sardinha-verdadeira;13.000,00;2
4775402;30/09/2024;Sardinha-verdadeira;23.080,00;1,7
4864503;01/10/2024;Sardinha-verdadeira;25.000,00;2
4864503;01/10/2024;Sardinha-verdadeira;4.000,00;2,4
4864503;01/10/2024;Sardinha-verdadeira;18.000,00;2,2
4864503;01/10/2024;Sardinha-verdadeira;4.000,00;2
4864503;01/10/2024;Sardinha-verdadeira;30.000,00;2
4864503;02/10/2024;Sardinha-verdadeira;41.000,00;2,2
5580935;03/03/2025;Sardinha-verdadeira;15.000,00;1,5
5407793;03/03/2025;Sardinha-verdadeira;200.000,00;3,2
5407793;03/03/2025;Sardinha-verdadeira;55.000,00;3
5363187;03/03/2025;Sardinha-verdadeira;48.084,00;3
5407793;04/03/2025;Sardinha-verdadeira;95.000,00;3
5407793;04/03/2025;Sardinha-verdadeira;153.000,00;3
5363187;04/03/2025;Sardinha-verdadeira;148.763,00;3
5407793;05/03/2025;Sardinha-verdadeira;140.000,00;3
5407793;05/03/2025;Sardinha-verdadeira;131.000,00;3
5407793;05/03/2025;Sardinha-verdadeira;180.000,00;3,2
5363187;05/03/2025;Sardinha-verdadeira;143.428,00;3
5580935;06/03/2025;Sardinha-verdadeira;40.000,00;1,5
5407793;06/03/2025;Sardinha-verdadeira;25.000,00;3
5363187;06/03/2025;Sardinha-verdadeira;23.010,00;3
5580935;07/03/2025;Sardinha-verdadeira;43.000,00;1,5
5363187;07/03/2025;Sardinha-verdadeira;13.420,00;3
5580935;08/03/2025;Sardinha-verdadeira;15.000,00;1,5
5407793;08/03/2025;Sardinha-verdadeira;180.000,00;3
5363187;08/03/2025;Sardinha-verdadeira;143.102,00;3
5580935;10/03/2025;Sardinha-verdadeira;49.600,00;1,5
5407793;10/03/2025;Sardinha-verdadeira;170.000,00;3
5363187;10/03/2025;Sardinha-verdadeira;2.440,00;3
5363187;10/03/2025;Sardinha-verdadeira;86.646,00;3
5407793;11/03/2025;Sardinha-verdadeira;150.000,00;3,2
5580935;12/03/2025;Sardinha-verdadeira;50.000,00;1,5
5407793;12/03/2025;Sardinha-verdadeira;220.000,00;3,2
5407793;12/03/2025;Sardinha-verdadeira;209.000,00;3,2
5363187;12/03/2025;Sardinha-verdadeira;155.939,00;3
5363187;13/03/2025;Sardinha-verdadeira;54.840,00;2
5580935;14/03/2025;Sardinha-verdadeira;32.000,00;1,5
5407793;14/03/2025;Sardinha-verdadeira;150.000,00;3
5407793;14/03/2025;Sardinha-verdadeira;145.000,00;3
5363187;14/03/2025;Sardinha-verdadeira;146.000,00;3
5580935;15/03/2025;Sardinha-verdadeira;85.000,00;1,5
5580935;17/03/2025;Sardinha-verdadeira;50.000,00;1,5
5363187;17/03/2025;Sardinha-verdadeira;140.000,00;3
5580935;18/03/2025;Sardinha-verdadeira;60.000,00;1,5
5407793;18/03/2025;Sardinha-verdadeira;220.000,00;3,2
5407793;18/03/2025;Sardinha-verdadeira;160.000,00;3
5407793;18/03/2025;Sardinha-verdadeira;185.000,00;3
5363187;18/03/2025;Sardinha-verdadeira;151.000,00;3
5407793;19/03/2025;Sardinha-verdadeira;180.000,00;3,2
5580935;20/03/2025;Sardinha-verdadeira;50.000,00;1,5
5580935;21/03/2025;Sardinha-verdadeira;18.000,00;1,5
5407793;21/03/2025;Sardinha-verdadeira;225.000,00;3,2
5363187;22/03/2025;Sardinha-verdadeira;150.000,00;3
5407793;24/03/2025;Sardinha-verdadeira;140.000,00;3
5580935;25/03/2025;Sardinha-verdadeira;50.000,00;1,5
5407793;25/03/2025;Sardinha-verdadeira;150.000,00;3
5407793;26/03/2025;Sardinha-verdadeira;220.000,00;3,2
5363187;26/03/2025;Sardinha-verdadeira;148.000,00;3
5407793;27/03/2025;Sardinha-verdadeira;212.000,00;3,2
5580935;28/03/2025;Sardinha-verdadeira;55.000,00;1,5
5407793;28/03/2025;Sardinha-verdadeira;225.000,00;3,2
5363187;28/03/2025;Sardinha-verdadeira;120.000,00;3
5407793;30/03/2025;Sardinha-verdadeira;185.000,00;3
5580935;31/03/2025;Sardinha-verdadeira;75.000,00;1,5
5587870;01/04/2025;Sardinha-verdadeira;130.000,00;3
5555795;01/04/2025;Sardinha-verdadeira;147.000,00;3
5587870;02/04/2025;Sardinha-verdadeira;170.000,00;3
5587870;03/04/2025;Sardinha-verdadeira;220.000,00;3,2
5555795;05/04/2025;Sardinha-verdadeira;150.000,00;2,5
5587870;06/04/2025;Sardinha-verdadeira;220.000,00;3,2
5712909;07/04/2025;Sardinha-verdadeira;65.000,00;2
5555795;08/04/2025;Sardinha-verdadeira;93.000,00;2,5
5587870;09/04/2025;Sardinha-verdadeira;150.000,00;2,5
5587870;09/04/2025;Sardinha-verdadeira;170.000,00;2,5
5712909;12/04/2025;Sardinha-verdadeira;21.000,00;2
5587870;12/04/2025;Sardinha-verdadeira;70.000,00;2,5
5555795;12/04/2025;Sardinha-verdadeira;13.000,00;2,5
5587870;13/04/2025;Sardinha-verdadeira;140.000,00;2,5
5555795;14/04/2025;Sardinha-verdadeira;84.000,00;2,5
5712909;15/04/2025;Sardinha-verdadeira;25.000,00;2
5587870;15/04/2025;Sardinha-verdadeira;170.000,00;2,5
5587870;15/04/2025;Sardinha-verdadeira;65.000,00;2,5
5555795;15/04/2025;Sardinha-verdadeira;65.000,00;2,5
5712909;16/04/2025;Sardinha-verdadeira;16.000,00;2
5587870;16/04/2025;Sardinha-verdadeira;220.000,00;2,7
5587870;17/04/2025;Sardinha-verdadeira;60.000,00;2,5
5555795;17/04/2025;Sardinha-verdadeira;55.000,00;2,5
5555795;17/04/2025;Sardinha-verdadeira;35.000,00;2,5
5587870;18/04/2025;Sardinha-verdadeira;115.000,00;2,5
5587870;22/04/2025;Sardinha-verdadeira;120.000,00;2,7
5587870;23/04/2025;Sardinha-verdadeira;142.000,00;2,7
5798246;03/05/2025;Sardinha-verdadeira;44.000,00;2
5798246;06/05/2025;Sardinha-verdadeira;75.000,00;2
5778473;06/05/2025;Sardinha-verdadeira;160.000,00;2,6
5684493;06/05/2025;Sardinha-verdadeira;148.000,00;2,6
5798246;07/05/2025;Sardinha-verdadeira;40.000,00;2
5778473;07/05/2025;Sardinha-verdadeira;135.000,00;2,6
5778473;08/05/2025;Sardinha-verdadeira;170.000,00;2,6
5684493;08/05/2025;Sardinha-verdadeira;78.810,00;2,6
5798246;09/05/2025;Sardinha-verdadeira;80.000,00;2
5778473;09/05/2025;Sardinha-verdadeira;220.000,00;2,8
5684493;09/05/2025;Sardinha-verdadeira;85.000,00;2,6
5778473;10/05/2025;Sardinha-verdadeira;180.000,00;2,6
5684493;10/05/2025;Sardinha-verdadeira;147.000,00;2,6
5778473;12/05/2025;Sardinha-verdadeira;135.000,00;2,6
5778473;13/05/2025;Sardinha-verdadeira;210.000,00;2,8
5684493;13/05/2025;Sardinha-verdadeira;65.000,00;2,6
5798246;15/05/2025;Sardinha-verdadeira;27.000,00;2
5778473;15/05/2025;Sardinha-verdadeira;200.000,00;2,8
5778473;16/05/2025;Sardinha-verdadeira;100.000,00;2,8
5778473;16/05/2025;Sardinha-verdadeira;55.000,00;2,6
5778473;19/05/2025;Sardinha-verdadeira;10.000,00;2,6
5798246;21/05/2025;Sardinha-verdadeira;20.000,00;2
5684493;21/05/2025;Sardinha-verdadeira;12.000,00;2,6
5778473;23/05/2025;Sardinha-verdadeira;195.000,00;2,8
5778473;24/05/2025;Sardinha-verdadeira;140.000,00;2,6
5684493;24/05/2025;Sardinha-verdadeira;18.000,00;2,6
5778473;26/05/2025;Sardinha-verdadeira;210.000,00;2,8
5798246;27/05/2025;Sardinha-verdadeira;23.000,00;2
5778473;27/05/2025;Sardinha-verdadeira;150.000,00;2,6
5798246;28/05/2025;Sardinha-verdadeira;23.500,00;2
5778473;28/05/2025;Sardinha-verdadeira;100.000,00;2,8
5778473;29/05/2025;Sardinha-verdadeira;65.000,00;2,6
5798246;31/05/2025;Sardinha-verdadeira;15.000,00;2
5778473;31/05/2025;Sardinha-verdadeira;40.000,00;2,6
5778473;31/05/2025;Sardinha-verdadeira;32.000,00;2,6
5684493;31/05/2025;Sardinha-verdadeira;15.000,00;2,6
